Date,Month,Platform,Format,Caption,Account,Views,Reach,Likes,Comments,Saves,Shares,Engagement,EngagementRate,PaidViews,PaidReach,PaidEngagement,OrganicViews,OrganicReach,OrganicEngagement,Crossposted
2026-06-22,2026-06,Facebook + Instagram,Carousel,"Ayer los papás se llevaron más que el mandado… se llevaron su llaverito y todo el cariño de Morelos. 💚🔑 Gracias a todos los papás que nos visitaron y nos dejaron ser parte de su festejo. Entre risas, compras y mucho orgullo de papá, pasamos un día padrísimo. Porque papá siempre trae las llaves… y ahora también un recuerdito de Morelos. ✨ Yesterday, dads took home more than just groceries… they also took home a little keychain and lots of love from Morelos. 💚🔑 Thank you to all the dads who stopped by and let us be part of their celebration. Between laughs, shopping, cravings, and plenty of dad pride, we had such a great day. Because Dad always has the keys… and now he has a little Morelos keepsake too. ✨",,7621,3299,39,0,0,0,39,0.0051174386563443116,0,0,0,7621,3299,39,True
2026-06-22,2026-06,Instagram,Photo,Hay lugares donde compras… y lugares donde te sientes en casa 💛 gracias por elegir Morelos More than a store… it feels like home 💛 thanks for choosing Morelos,supermercadomorelos,375,229,4,0,0,0,4,0.010666666666666666,0,0,0,375,229,4,False
2026-06-23,2026-06,Facebook + Instagram,Photo,"Cada visita cuenta ⚽ Pide tu Pasaporte de la Afición, junta sellos y participa por premios. Every visit counts ⚽ Ask for your Fan Passport, collect stamps and earn rewards.","Supermercados Morelos, supermercadomorelos",2558,1472,22,2,0,1,25,0.009773260359655981,0,0,0,2558,1472,25,True
2026-06-23,2026-06,Facebook + Instagram,Carousel,"En Colombia, el fútbol se vive con buena vibra. 🇨🇴⚽ Se arma el plan, se comparte la botana y siempre llega alguien más. —---- In Colombia, football is all about good vibes. 🇨🇴⚽ Plans come together, snacks are shared, and there’s always room for one more.",,1754,743,18,2,0,2,22,0.012542759407069556,0,0,0,1754,743,22,True
2026-06-24,2026-06,Facebook + Instagram,Photo,"¿Y si sí? 🇲🇽⚽ Hoy se vale ilusionarse, gritar de emoción y creer en México. 💚 ¡Vamos México! ------- What if this is our moment? 🇲🇽⚽ Today, it’s okay to get your hopes up, cheer your heart out, and believe in Mexico. 💚 Let’s go!","Supermercados Morelos, supermercadomorelos",1769,967,28,1,0,8,37,0.020915771622385528,0,0,0,1769,967,37,True
2026-06-24,2026-06,Facebook + Instagram,Photo,Ya se siente esa temporada única ⚽ The season when everything starts to feel different ⚽,"Supermercados Morelos, supermercadomorelos",1233,665,16,0,0,0,16,0.012976480129764802,0,0,0,1233,665,16,True
2026-06-25,2026-06,Facebook,Photo,Abrir un Jarritos antes del partido >>> 😭⚽ Opening a Jarritos before the game >>> 😭⚽,Supermercados Morelos,1454,950,14,2,0,0,16,0.011004126547455296,0,0,0,1454,950,16,False
2026-06-25,2026-06,Instagram,Photo,Abrir un Jarritos antes del partido >>> 😭⚽ Opening a Jarritos before the game >>> 😭⚽,supermercadomorelos,256,163,4,0,0,0,4,0.015625,0,0,0,256,163,4,False
2026-06-26,2026-06,Facebook + Instagram,Photo,Hay selecciones que nunca fallan 😌⚽ Some lineups never fail 😌⚽,"Supermercados Morelos, supermercadomorelos",1782,920,12,2,0,0,14,0.007856341189674524,0,0,0,1782,920,14,True
2026-06-27,2026-06,Facebook,Reel,¡Futbolito en Morelos!,Supermercados Morelos,1191,1083,10,1,0,0,11,0.009235936188077247,0,0,0,1191,1083,11,False
2026-06-27,2026-06,Facebook + Instagram,Carousel,"🇻🇪Hoy, más que nunca, la solidaridad puede hacer la diferencia. Se reciben donaciones de: - Agua potable - Alimentos no perecederos - Ropa en buen estado - Artículos de higiene personal - Fórmula y alimento infantil - Linternas - Baterías - Alimento para mascotas - Insumos médicos de curación - Insumos para rescatistas. - Acércate a los centros de acopio y súmate. 💜Venezuela nos necesita. ------- 🇻🇪Now more than ever, solidarity can make a difference. Donations are being accepted, including: - Drinking water - Non-perishable food - Clothing in good condition - Personal hygiene products - Baby formula and infant food - Flashlights - Batteries - Pet food - Medical supplies for wound care - Rescue supplies. - Visit one of the drop-off locations and join the effort. 💜Venezuela needs us. @angelesdetulsa",,15041,6221,124,15,4,90,233,0.015490991290472707,0,0,0,15041,6221,233,True
2026-06-27,2026-06,Instagram,Carousel,"💛🇻🇪 ¡GRACIAS @supermercadomorelos 🇻🇪💛 Queremos expresar nuestro más sincero agradecimiento a Morelos por unirse a esta noble causa de apoyo a Venezuela. Su compromiso, solidaridad y disposición para ayudar hacen posible que más insumos lleguen a quienes más los necesitan en estos momentos difíciles. Cada aporte, cada esfuerzo y cada gesto de apoyo representa esperanza para miles de familias. Juntos demostramos que la solidaridad no tiene fronteras y que, cuando una comunidad se une, podemos lograr grandes cosas. ¡Gracias por ser parte de esta misión de ayuda y esperanza para Venezuela! 🙏❤️",angeles_tulsa,2736,1209,49,2,0,19,70,0.025584795321637425,0,0,0,2736,1209,70,False
2026-06-28,2026-06,Facebook + Instagram,Reel,"¡Feliz Domingo! Vengan a jugar futbolito con nosotros ⚽️⚽️ Hoy de 1pm-3pm, NW 36th y MacArthur! ¡Los esperamos! Happy Sunday! Come play a game of futsal with us ⚽️⚽️ Today from 1:00–3:00p.m. at our NW 36th & MacArthur location! We can't wait to see you!","Supermercados Morelos, supermercadomorelos",1990,1175,20,1,0,5,26,0.01306532663316583,0,0,0,1990,1175,26,True
2026-06-29,2026-06,Facebook + Instagram,Carousel,"Gracias a todas las familias que nos acompañaron para disfrutar de una tarde llena de fútbol, sonrisas y mucha diversión. Nos encantó ver a niños y adultos participar, compartir y celebrar juntos. Los esperamos el próximo fin de semana para seguir jugando, ganando premios y viviendo la pasión por el fútbol juntos. ⚽️⚽️ Thank you to all the families who joined us for an afternoon filled with soccer, smiles, and lots of fun. We loved seeing kids and adults playing, connecting, and celebrating together. We look forward to seeing you again next weekend for more fun, great prizes, and experiencing the passion for soccer together!",,4695,2161,26,3,0,2,31,0.006602768903088392,0,0,0,4695,2161,31,True
2026-06-30,2026-06,Facebook + Instagram,Carousel,"En México, el fútbol no es solo el partido. ⚽ 🇲🇽 Es la botana, los comentarios que nadie pidió, y ese momento que se siente en casa. In Mexico, football isn’t just the game. ⚽ 🇲🇽 It’s the snacks, the unsolicited commentary, and that feeling of home.",,1694,855,21,0,0,0,21,0.012396694214876033,0,0,0,1694,855,21,True
2026-07-01,2026-07,Facebook,Reel,Café Morelos acaba de llegar a Admiral y Moore. Café Morelos has just arrived at Admiral and Moore.,Supermercados Morelos,20829,16116,97,3,0,2,102,0.0048970185798646116,19534,15139,81,1295,977,21,False
2026-07-01,2026-07,Instagram,Reel,Café Morelos acaba de llegar a Admiral y Moore. Café Morelos has just arrived at Admiral and Moore.,supermercadomorelos,1176,23195,28,4,2,5,39,0.03316326530612245,752,22961,15,424,234,24,False
2026-07-03,2026-07,Facebook + Instagram,Photo,"Este 4 de julio, los fuegos artificiales también se comen. 🇺🇸🍩✨ Pasa por tus donas patrióticas a Morelos, listas la celebración en familia. Porque antes de prender el asador… se vale empezar con un dulce momento. 😋❤️🤍💙 This 4th of July, the fireworks are edible too. 🇺🇸🍩✨ Stop by Morelos for your patriotic donuts, ready for a family celebration. Because before firing up the grill… it’s okay to start with a sweet moment. 😋❤️🤍💙 #SupermercadosMorelos #4thOfJuly #Oklahoma #Tulsa","Supermercados Morelos, supermercadomorelos",2522,1410,14,0,0,0,14,0.0055511498810467885,0,0,0,2522,1410,14,True
2026-07-03,2026-07,TikTok,Video,Café Morelos,Supermercados Morelos,357,0,7,1,1,1,10,0.028011204481792718,0,0,0,357,0,10,False
2026-07-05,2026-07,Facebook,Reel,"De nuevo compartimos el amor por el futbol con nuestros clientes este fin de semana! ⚽️ El futbol nos une y Morelos te premia! Nos vemos todos los próximos @sábados de 1-3 pm en nuestra tienda de Admiral y Memorial. We’re sharing our love for soccer with our customers again this weekend! ⚽️ Soccer brings us together, and Morelos rewards you! See you every upcoming Saturday from 1:00 to 3:00 PM at our Admiral and Memorial store.",Supermercados Morelos,974,906,9,0,0,0,9,0.009240246406570842,0,0,0,974,906,9,False
2026-07-05,2026-07,Facebook + Instagram,Photo,¿Y si sí? ¡A que sí! Vamos México 🇲🇽✨🔥,"Supermercados Morelos, supermercadomorelos",2638,1384,28,2,0,1,31,0.011751326762699014,0,0,0,2638,1384,31,True
2026-07-05,2026-07,Instagram,Carousel,"¡La emoción continúa! 🇲🇽⚽️ Mientras nos preparamos para el partido de hoy entre México e Inglaterra, seguimos celebrando la gran victoria sobre Ecuador y la increíble pasión con la que nuestra comunidad ha apoyado a El Tri en toda la ciudad. ¡Gracias a Supermercados Morelos y Cantera Event Center por ser los anfitriones de una gran convivencia para nuestra comunidad! ¡Hoy volvemos a apoyar con todo! ¡Vamos México! 💚🤍❤️ The excitement continues! 🇲🇽⚽️ As we get ready for today’s Mexico vs. England match, we’re still celebrating Mexico’s exciting victory over Ecuador and the incredible passion our community has shown in supporting El Tri all across our city. A big thank you to Supermercados Morelos and Cantera for hosting such a fun watch party and bringing our community together! Let’s do it again today. ¡Vamos México! 💚🤍❤️",tango_pr,3905,1541,69,2,0,8,79,0.020230473751600513,0,0,0,3905,1541,79,False
2026-07-06,2026-07,Facebook,Carousel,"Esta semana, tu mandado se va completo. 🛒🤩 En Supermercados Morelos te esperan especiales para llevarte más sabor a casa, desde productos frescos hasta esos básicos que siempre salvan la comida. Ven por tus favoritos y aprovecha antes de que se acaben. ✨ This week, your grocery run comes complete. 🛒🤩 At Supermercados Morelos, you’ll find specials to bring more flavor home, from fresh products to those everyday essentials that always come through. Stop by for your favorites before they’re gone. ✨",Supermercados Morelos,1852,1039,8,0,0,0,8,0.004319654427645789,0,0,0,1852,1039,8,False
2026-07-06,2026-07,Facebook + Instagram,Carousel,"¡Qué gran fin de semana vivimos! Gracias a todas las familias que nos acompañaron y fueron parte de otra tarde llena de fútbol, diversión y grandes momentos. Hemos disfrutado muchísimo compartir con ustedes la emoción y la pasión por este deporte que hoy une a personas de todo el mundo. ¡Los esperamos el próximo fin de semana para seguir jugando, ganar increíbles premios y continuar celebrando juntos la pasión por el fútbol! ⚽️⚽️ What an incredible weekend! Thank you to all the families who joined us for another afternoon of soccer, fun, and unforgettable moments. We've loved celebrating with you and sharing the excitement and passion for the sport that is bringing people together across the world. We can’t wait to see you again next weekend for more soccer, great prizes, and even more fun as we continue celebrating the passion for the beautiful game together! ⚽️",,6274,2641,39,0,0,5,44,0.007013069811922219,0,0,0,6274,2641,44,True
2026-07-07,2026-07,Facebook + Instagram,Photo,"Cada compra te acerca más ⚽ Junta sellos, completa tu pasaporte y participa por premios. Every purchase gets you closer ⚽ Collect stamps, complete your passport and earn rewards.","Supermercados Morelos, supermercadomorelos",1848,937,9,0,0,0,9,0.00487012987012987,3,2,1,1845,935,8,True
2026-07-08,2026-07,Facebook,Reel,"Cuando hay carne en la mesa, ya sabemos que se arma algo bueno. 🥩🔥 En Supermercado Morelos encuentras todo para preparar ese antojo que empieza con “nomás poquito”… y termina con todos pidiendo más. 💚 When there’s meat on the table, you already know something good is about to happen. 🥩🔥 At Supermercado Morelos, you’ll find everything you need for that craving that starts with “just a little bit”… and ends with everyone asking for more. 💚",Supermercados Morelos,987,875,7,0,0,0,7,0.0070921985815602835,0,0,0,987,875,7,False
2026-07-08,2026-07,Instagram,Reel,"Cuando hay carne en la mesa, ya sabemos que se arma algo bueno. 🥩🔥 En Supermercado Morelos encuentras todo para preparar ese antojo que empieza con “nomás poquito”… y termina con todos pidiendo más. 💚 When there’s meat on the table, you already know something good is about to happen. 🥩🔥 At Supermercado Morelos, you’ll find everything you need for that craving that starts with “just a little bit”… and ends with everyone asking for more. 💚",supermercadomorelos,320,244,11,4,0,0,15,0.046875,0,0,0,320,244,15,False
2026-07-08,2026-07,TikTok,Video,Cuando hay carne en la mesa,Supermercados Morelos,335,0,8,1,1,1,11,0.03283582089552239,0,0,0,335,0,11,False
2026-07-09,2026-07,Facebook + Instagram,Carousel,"¡Que no falte nada en el asador! 🔥 En Morelos nos adelantamos al fin de semana largo para traerte la mejor selección para tu parrillada.. Todo listo en tu sucursal más cercana en OKC y Tulsa. 📍 ¡Ven y llénate de sabor! ___________________________________ Make sure your grill is ready for it all! 🔥 At Morelos, we’re getting ahead of the long weekend to bring you the best selection for your cookout. Everything you need is waiting for you at your nearest OKC or Tulsa location. 📍 Stop by and fill up on flavor!",,4688,2811,12,0,0,0,12,0.002559726962457338,0,0,0,4688,2811,12,True
2026-07-10,2026-07,Facebook + Instagram,Carousel,"¡Solo quedan dos fines de semana para entrarle al futbolito en Supermercados Morelos! ⚽🎉 Ven, demuestra tus mejores jugadas y participa para ganar balones y muchas sorpresas más. 🏆💚 ¡Arma el plan con la familia y no te quedes fuera de la cancha! Only two weekends left to join the soccer fun at Supermercados Morelos! ⚽🎉 Come show off your best moves for a chance to win soccer balls and many more surprises. 🏆💚 Bring the whole family and don’t miss your chance to get in the game!",,5122,2392,21,1,0,0,22,0.004295197188598204,0,0,0,5122,2392,22,True
2026-07-10,2026-07,TikTok,Video,Futbolito Morelos,Supermercados Morelos,360,0,4,4,1,1,10,0.027777777777777776,0,0,0,360,0,10,False
2026-07-11,2026-07,Facebook,Reel,Your reel,Supermercados Morelos,1618,1357,6,0,0,0,6,0.003708281829419036,0,0,0,1618,1357,6,False
2026-07-11,2026-07,Facebook,Reel,Your reel,Supermercados Morelos,1648,1273,3,0,0,0,3,0.0018203883495145632,0,0,0,1648,1273,3,False
2026-07-11,2026-07,Facebook,Reel,Your reel,Supermercados Morelos,3798,2249,9,0,0,0,9,0.002369668246445498,0,0,0,3798,2249,9,False
2026-07-11,2026-07,Facebook + Instagram,Photo,¿Halaaand por una carnita asada? 🔥🥩 En Morelos encuentras todo para prender el asador y armar el plan. ⚽️ Haaland over to Morelos for a cookout! 🔥🥩 We’ve got everything you need to fire up the grill and get the party started. ⚽️,"Supermercados Morelos, supermercadomorelos",3959,2202,66,2,0,1,69,0.017428643596867896,0,0,0,3959,2202,69,True
2026-07-12,2026-07,Facebook,Reel,"¡Qué bonito se juega en Supermercados Morelos! Así se vivió el amor por el futbol en nuestra tienda de la Admiral y Memorial. Todavía puedes pasar por tu Pasaporte de la Afición y ganar, además de acumular sellos para ganarte un ASADOR! Pide tu pasaporte en cualquiera de nuestras ubicaciones. ¡Te esperamos! ⚽️ This is how we play at Supermercados Morelos! That’s how the love for soccer came alive at our Admiral and Memorial store. You can still pick up your ""Fan Passport"" to win prizes and collect stamps to earn a GRILL! Ask for your passport at any of our locations. We look forward to seeing you! ⚽️",Supermercados Morelos,1772,843,6,0,0,1,7,0.0039503386004514675,0,0,0,1772,843,7,False
2026-07-12,2026-07,Facebook,Photo,"¡El premio está en tus manos! 🔥🙌 Junta tus 15 sellos, deposita tu pasaporte y participa para ganar un Asador Morelos + kit parrillero. 🥩⚽ The prize is in your hands! 🔥🙌 Collect all 15 stamps, submit your passport, and enter for a chance to win a Morelos Grill + BBQ kit. 🥩⚽",Supermercados Morelos,2267,1448,11,3,1,0,15,0.0066166740185266875,0,0,0,2267,1448,15,False
2026-07-12,2026-07,Facebook + Instagram,Reel,¡Ven a vivir la pasión por el fútbol con nosotros! ⚽️ Pasa un tiempo divertido y gana increíbles premios. ¡Hoy estaremos en nuestra ubicación de la NW 36th y MacArthur hasta las 3:00 p.m.! ¡Los esperamos! ⚽️⚽️ Come experience the excitement of soccer with us! Stop by for some fun and a chance to win awesome prizes! We’re at our NW 36th & MacArthur location today until 3:00 p.m. We can’t wait to see you!,"Supermercados Morelos, supermercadomorelos",3064,1141,21,0,0,3,24,0.007832898172323759,0,0,0,3064,1141,24,True
2026-07-12,2026-07,Instagram,Photo,"¡El premio está en tus manos! 🔥🙌 Junta tus 15 sellos, deposita tu pasaporte y participa para ganar un Asador Morelos + kit parrillero. 🥩⚽ The prize is in your hands! 🔥🙌 Collect all 15 stamps, submit your passport, and enter for a chance to win a Morelos Grill + BBQ kit. 🥩⚽",supermercadomorelos,283,165,9,0,0,0,9,0.03180212014134275,0,0,0,283,165,9,False
2026-07-13,2026-07,Facebook + Instagram,Carousel,"Gracias a todas las familias que nos acompañaron y fueron parte de otra tarde llena de fútbol, diversión y grandes momentos. Cada vez estamos más cerca de las finales y la emoción se siente en todas partes. ¡Nos queda un fin de semana más para seguir jugando futbolito, ganar increíbles premios y celebrar juntos la pasión por el fútbol! ¡No se lo pierdan, los esperamos! ⚽️⚽️ Thank you to all the families who joined us for another afternoon filled with soccer, fun, and unforgettable moments. As we get closer to the finals, you can feel the excitement everywhere. We have one more weekend to play futbolito, win amazing prizes, and celebrate our passion for the beautiful game together. Don't miss it, we can't wait to see you there!",,3840,1526,25,0,0,3,28,0.007291666666666667,0,0,0,3840,1526,28,True
2026-07-14,2026-07,Facebook + Instagram,Reel,"¡Qué calor está haciendo en Tulsa y OKC! ☀️🥵 Para refrescar tus tardes de vacaciones, te dejamos la receta definitiva de la Piña Colada perfecta con frutas frescas de nuestra verdulería. ¡Guarda este video y prepárala hoy mismo! _______________________________________ It’s getting hot in Tulsa and OKC! ☀️🥵 To cool down your summer afternoons, we’re sharing the ultimate recipe for the perfect Piña Colada, made with fresh fruit from our produce section. Save this video and make it today!","Supermercados Morelos, supermercadomorelos",8201,898,41,2,10,10,63,0.007681990001219364,0,0,0,8201,898,63,True
2026-07-16,2026-07,Facebook,Reel,"Xavier Zazueta y Melissa Barrera traen la machaca que no se encuentra en cualquier parte… ni se comparte tan fácil. 👀🔥 Carnes Zazueta, exclusivamente en Supermercado Morelos. Xavier Zazueta and Melisa Barrera are bringing you the kind of machaca you can’t find just anywhere… and probably won’t want to share. 👀🔥 Carnes Zazueta, available exclusively at Supermercado Morelos.",Supermercados Morelos,6916,948,8,3,0,3,14,0.0020242914979757085,0,0,0,6916,948,14,False
2026-07-16,2026-07,Instagram,Reel,"@xavierzazuetaoficial y @melissabarreram traen la machaca que no se encuentra en cualquier parte… ni se comparte tan fácil. 👀🔥 @carneszazuetausa, exclusivamente en Supermercado Morelos. Xavier Zazueta and Melisa Barrera are bringing you the kind of machaca you can’t find just anywhere… and probably won’t want to share. 👀🔥 Carnes Zazueta, available exclusively at Supermercado Morelos.",supermercadomorelos,17063,9568,732,25,39,83,879,0.05151497392017816,0,0,0,17063,9568,879,False
2026-07-16,2026-07,TikTok,Video,Machaca Xavier y Melissa,Supermercados Morelos,515,0,20,1,4,2,27,0.05242718446601942,0,0,0,515,0,27,False
2026-07-17,2026-07,Facebook + Instagram,Photo,"¡La espera terminó! 🤠🎶 El día de mañana, 18 de julio, consigue tus boletos para ver a Grupo Frontera en Supermercado Morelos de la MacArthur de 12 p.m. a 3 p.m. en OKC. 🎟️ The wait is over! 🤠🎶 Tomorrow, July 18, get your tickets to see Grupo Frontera at Supermercado Morelos MacArthur from 12 to 3 p.m. in OKC. 🎟️","Supermercados Morelos, supermercadomorelos",10915,5771,23,3,1,11,38,0.0034814475492441596,0,0,0,10915,5771,38,True
2026-07-18,2026-07,Facebook,Reel,"¡Feliz sábado! Estamos aquí en la NW 36th & MacArthur! Ya en nuestro último día celebrando la pasión por el futbol jugando futbolito y ganado premios! Pasen hoy hasta las 3pm! Ademas, están aquí nuestros amigos del Zoo Amphitheater con una promoción especial de boletos para el concierto de Grupo Frontera! 25% descuento de todos los boletos solo hoy hasta las 3pm! ¡Los esperamos!",Supermercados Morelos,1633,872,7,0,1,3,11,0.006736068585425597,0,0,0,1633,872,11,False
2026-07-18,2026-07,Facebook,Reel,Your reel,Supermercados Morelos,1879,1608,9,0,0,0,9,0.004789781798829164,0,0,0,1879,1608,9,False
2026-07-18,2026-07,Facebook,Reel,Your reel,Supermercados Morelos,1094,834,6,0,0,0,6,0.005484460694698354,0,0,0,1094,834,6,False
2026-07-19,2026-07,Facebook + Instagram,Carousel,"¡Sonó el silbatazo final! ⚽ Gracias a todos los que se animaron a jugar, divertirse y meterle emoción al futbolito. Esperamos que hayan disfrutado cada partido… ¡y que esos balones sigan rodando por mucho tiempo! 🎁🙌 The final whistle has blown! ⚽ Thank you to everyone who joined the fun, played along, and brought the excitement to our foosball games. We hope you enjoyed every match—and that those soccer balls keep rolling for a long time! 🎁🙌",,2274,969,17,0,0,1,18,0.0079155672823219,0,0,0,2274,969,18,True
2026-07-19,2026-07,Facebook + Instagram,Carousel,"De sello en sello llegaron directo a la final… Y se llevaron la victoria a la parrilla ⚽🔥 ¡Felicidades a nuestros campeones del asador! Gracias a todos por participar y jugar hasta el último sello. Stamp by stamp, they made it all the way to the final… and grilled their way to victory! ⚽🔥 Congratulations to our grill champions! Thank you to everyone who participated and stayed in the game until the very last stamp.",,3601,1768,27,0,0,8,35,0.009719522354901417,0,0,0,3601,1768,35,True
2026-07-20,2026-07,Facebook,Reel,"Xavier Zazueta ya puso la machaca sobre la mesa… tú solo pon el antojo. 👀🔥 Carnes Zazueta, exclusivamente en Supermercado Morelos. Xavier Zazueta is bringing the machaca to the table… you just bring the craving. 👀🔥 Carnes Zazueta, available exclusively at Supermercado Morelos.",Supermercados Morelos,4010,1161,18,1,0,7,26,0.006483790523690773,0,0,0,4010,1161,26,False
2026-07-20,2026-07,Instagram,Reel,"@xavierzazuetaoficial ya puso la machaca sobre la mesa… tú solo pon el antojo. 👀🔥 @carneszazuetausa, exclusivamente en Supermercado Morelos. Xavier Zazueta is bringing the machaca to the table… you just bring the craving. 👀🔥 Carnes Zazueta, available exclusively at Supermercado Morelos.",supermercadomorelos,3368,2719,60,9,1,7,77,0.022862232779097387,0,0,0,3368,2719,77,False
2026-07-21,2026-07,Facebook,Carousel,"El martes no se cocina en casa, ¡se viene a la Taquería Morelos! 🌮🔥 Disfruta del auténtico sabor del pastor, carnitas, asada o barbacoa con su respectiva verdura y salsa Morelos ¿Cuántos te vas a pedir hoy? Tuesday is not for cooking at home — it’s for Taquería Morelos! 🌮🔥 Enjoy the authentic flavor of al pastor straight from the trompo, carnitas, asada, or barbacoa, served with fresh toppings and salsa Morelos. How many are you ordering today? #TacoTuesday #Tacos #OKC #Tulsa #Morelos",Supermercados Morelos,2284,1362,11,0,0,1,12,0.005253940455341506,0,0,0,2284,1362,12,False
2026-07-21,2026-07,Instagram,Carousel,"El martes no se cocina en casa, ¡se viene a la Taquería Morelos! 🌮🔥 Disfruta del auténtico sabor del pastor, carnitas, asada o barbacoa con su respectiva verdura y salsa Morelos ¿Cuántos te vas a pedir hoy? Tuesday is not for cooking at home — it’s for Taquería Morelos! 🌮🔥 Enjoy the authentic flavor of al pastor straight from the trompo, carnitas, asada, or barbacoa, served with fresh toppings and salsa Morelos. How many are you ordering today? #TacoTuesday #Tacos #OKC #Tulsa #Morelos",supermercadomorelos,457,204,7,0,0,0,7,0.015317286652078774,0,0,0,457,204,7,False
2026-07-22,2026-07,Facebook,Reel,"¡No es pollo frito, es puro helado delicioso! 🍦🍗 Ven a sorprender a tus amigos con el helado de vainilla más divertido y viral del verano, disponible en los congeladores de Supermercados Morelos. ¡Corre porque vuelan! Cuéntanos, ¿a quién se la aplicarías? 😂 _________________________________________ It’s not fried chicken — it’s pure delicious ice cream! 🍦🍗 Come surprise your friends with the most fun, viral vanilla ice cream of the summer, available in the freezer section at Supermercados Morelos. Hurry, because these fly off the shelves! Tell us, who would you pull this prank on? 😂",Supermercados Morelos,1106,912,10,3,0,1,14,0.012658227848101266,0,0,0,1106,912,14,False
2026-07-22,2026-07,Instagram,Reel,"¡No es pollo frito, es puro helado delicioso! 🍦🍗 Ven a sorprender a tus amigos con el helado de vainilla más divertido y viral del verano, disponible en los congeladores de Supermercados Morelos. ¡Corre porque vuelan! Cuéntanos, ¿a quién se la aplicarías? 😂 It’s not fried chicken — it’s pure delicious ice cream! 🍦🍗 Come surprise your friends with the most fun, viral vanilla ice cream of the summer, available in the freezer section at Supermercados Morelos. Hurry, because these fly off the shelves! Tell us, who would you pull this prank on? 😂",supermercadomorelos,44659,36480,385,11,25,68,489,0.01094964060995544,41622,34377,367,3037,2103,122,False
2026-07-22,2026-07,TikTok,Video,Helado de pollo viral,Supermercados Morelos,417,0,19,6,2,8,35,0.08393285371702638,0,0,0,417,0,35,False
2026-07-23,2026-07,Facebook + Instagram,Photo,"¡Esta promo no conoce fronteras! 🤠🔥 Obtén 50% de descuento en boletos para Grupo Frontera usando el código LIVEMUSIC. 🎟️La mitad del precio, el doble de emoción. ¡Corre por los tuyos y prepárate para cantar a todo pulmón! ❤️‍🔥 Válido 23 y 24 de julio 2026. Consíguelos aquí: http://bit.ly/44Oz0dJ This deal knows no borders! 🤠🔥 Get 50% off tickets to see Grupo Frontera with code LIVEMUSIC. 🎟️ Half the price, twice the excitement. Grab yours before they’re gone and get ready to sing your heart out! ❤️‍🔥 Valid July 23–24, 2026. Get your tickets here: http://bit.ly/44Oz0dJ","Supermercados Morelos, supermercadomorelos",9165,4399,23,2,5,32,62,0.006764866339334425,0,0,0,9165,4399,62,True
2026-07-24,2026-07,Facebook,Reel,"Este fin de semana, que el calor se quede sin palabras. ☀️🔥 Refresca tu verano con una bebida fría, llena de sabor y con ese toque que te hace pedir otra. 😋🧊 Encuentra todo para armarlo en Supermercados Morelos. This weekend, leave the heat speechless. ☀️🔥 Cool down your summer with a refreshing drink packed with flavor and the perfect kick. 😋🧊 Find everything you need to make it at Supermercados Morelos.",Supermercados Morelos,1188,939,13,1,0,0,14,0.011784511784511785,0,0,0,1188,939,14,False
2026-07-24,2026-07,Instagram,Reel,"Este fin de semana, que el calor se quede sin palabras. ☀️🔥 Refresca tu verano con una bebida fría, llena de sabor y con ese toque que te hace pedir otra. 😋🧊 Encuentra todo para armarlo en Supermercados Morelos. This weekend, leave the heat speechless. ☀️🔥 Cool down your summer with a refreshing drink packed with flavor and the perfect kick. 😋🧊 Find everything you need to make it at Supermercados Morelos.",supermercadomorelos,803,617,26,8,3,8,45,0.05603985056039851,0,0,0,803,617,45,False
2026-07-25,2026-07,Facebook,Reel,Your reel,Supermercados Morelos,8780,3455,28,2,0,1,31,0.003530751708428246,0,0,0,8780,3455,31,False
2026-07-27,2026-07,Facebook + Instagram,Carousel,"Celebramos un encuentro lleno de inspiración, conexiones y empoderamiento, reconociendo la fuerza y el liderazgo de las mujeres trabajadoras de nuestra comunidad, especialmente de las mujeres latinas. 💜✨ Gracias a todas las participantes por compartir sus historias y seguir abriendo camino para nuevas generaciones. We celebrated an inspiring event filled with connection and empowerment, honoring the strength and leadership of the hardworking women in our community—especially Latina women. 💜✨ Thank you to everyone who shared their story and continues to pave the way for future generations.",,7513,3274,47,2,0,8,57,0.007586849460934381,0,0,0,7513,3274,57,True
2026-07-28,2026-07,Instagram,Reel,"Gracias a @supermercadomorelos por creer en el liderazgo de las mujeres latinas y por unirse como Patrocinador Platinum de la Conferencia 2026 de Tulsa Latina Leadership. Su compromiso con nuestra comunidad a lo largo de estos años hace posible que sigamos creando espacios que inspiran, conectan y transforman. 🎟️ ¡Nos vemos en la conferencia! ¡Adquiere tu ticket! Link en nuestra bio @tulsalatinaleadership 🎥 Video producido por @mccoyagencyok",tulsalatinaleadership,1098,682,33,6,0,11,50,0.04553734061930783,0,0,0,1098,682,50,False
2026-07-29,2026-07,Facebook,Reel,"El verdadero olor a hogar. 🥐☕ En nuestra panadería trabajamos desde muy temprano para ofrecerte las conchas, bolillos y orejas más frescos y suaves de Oklahoma. ¡Te van a encantar! The true smell of home. 🥐☕ At our bakery, we start early every day to bring you the freshest, softest conchas, bolillos, and orejas in Oklahoma. You’re going to love them!",Supermercados Morelos,1121,956,13,0,0,0,13,0.01159678858162355,0,0,0,1121,956,13,False
